identificatie,postcode,huisnummer,oppervlakte,gebruiksdoel,status,pand_identificatie
0361010000000474,1827RC,44,113,woonfunctie,Verblijfsobject in gebruik,0361100000046272
0361010000000910,1827CT,33,94,woonfunctie,Verblijfsobject in gebruik,0361100000040575
0361010000002423,1817EA,13,120,woonfunctie,Verblijfsobject in gebruik,0361100000024663
0361010000001327,1826JE,70,145,woonfunctie,Verblijfsobject in gebruik,0361100000038479
0361010000000911,1827CV,34,151,woonfunctie,Verblijfsobject in gebruik,0361100000040162
0361010000000475,1827RA,45,123,woonfunctie,Verblijfsobject in gebruik,0361100000046555
0361010000002424,1817EA,14,94,woonfunctie,Verblijfsobject in gebruik,0361100000024662
0361010000001943,1825CM,9,91,woonfunctie,Verblijfsobject in gebruik,0361100000034350
0361010000001329,1826JE,72,123,woonfunctie,Verblijfsobject in gebruik,0361100000038480
0361010000000912,1827CT,35,94,woonfunctie,Verblijfsobject in gebruik,0361100000040573
0361010000000476,1827RC,46,111,woonfunctie,Verblijfsobject in gebruik,0361100000046273
0361010000001944,1825CR,10,86,woonfunctie,Verblijfsobject in gebruik,0361100000033895
0361010000001330,1826JB,73,71,woonfunctie,Verblijfsobject in gebruik,0361100000038597
0361010000000477,1827RA,47,111,woonfunctie,Verblijfsobject in gebruik,0361100000046558
0361010000001945,1825CM,11,92,woonfunctie,Verblijfsobject in gebruik,0361100000034349
0361010000001331,1826JE,74,113,woonfunctie,Verblijfsobject in gebruik,0361100000038481
0361010000002426,1817EA,16,96,woonfunctie,Verblijfsobject in gebruik,0361100000024658
0361010000000914,1827CT,37,94,woonfunctie,Verblijfsobject in gebruik,0361100000040314
0361010000000478,1827RC,48,112,woonfunctie,Verblijfsobject in gebruik,0361100000046279
0361010000001946,1825CR,12,83,woonfunctie,Verblijfsobject in gebruik,0361100000033891
0361010000001332,1826JB,75,99,woonfunctie,Verblijfsobject in gebruik,0361100000038875
0361010000002427,1817EA,17,96,woonfunctie,Verblijfsobject in gebruik,0361100000024657
0361010000000915,1827CV,38,151,woonfunctie,Verblijfsobject in gebruik,0361100000040193
0361010000000479,1827RA,49,111,woonfunctie,Verblijfsobject in gebruik,0361100000046563
0361010000001947,1825CM,13,91,woonfunctie,Verblijfsobject in gebruik,0361100000034345
0361010000002428,1817EA,18,97,woonfunctie,Verblijfsobject in gebruik,0361100000024656
0361010000000916,1827CT,39,107,woonfunctie,Verblijfsobject in gebruik,0361100000040311
0361010000000480,1827RC,50,111,woonfunctie,Verblijfsobject in gebruik,0361100000046284
0361010000001948,1825CR,14,86,woonfunctie,Verblijfsobject in gebruik,0361100000033890
0361010000001333,1826JE,76,107,woonfunctie,Verblijfsobject in gebruik,0361100000038482
0361010000002429,1817EA,19,96,woonfunctie,Verblijfsobject in gebruik,0361100000024655
0361010000000481,1827RA,51,137,woonfunctie,Verblijfsobject in gebruik,0361100000046564
0361010000001334,1826JB,77,109,woonfunctie,Verblijfsobject in gebruik,0361100000038876
0361010000002430,1817EB,20,106,woonfunctie,Verblijfsobject in gebruik,0361100000024582
0361010000000918,1827CT,41,110,woonfunctie,Verblijfsobject in gebruik,0361100000040308
0361010000001949,1825CM,15,91,woonfunctie,Verblijfsobject in gebruik,0361100000034344
0361010000000482,1827RC,52,136,woonfunctie,Verblijfsobject in gebruik,0361100000046287
0361010000001335,1826JE,78,113,woonfunctie,Verblijfsobject in gebruik,0361100000038483
0361010000000919,1827CW,42,151,woonfunctie,Verblijfsobject in gebruik,0361100000040316
0361010000002431,1817EB,21,78,woonfunctie,Verblijfsobject in gebruik,0361100000024580
0361010000001950,1825CR,16,83,woonfunctie,Verblijfsobject in gebruik,0361100000033887
0361010000000483,1827RA,53,136,woonfunctie,Verblijfsobject in gebruik,0361100000103693
0361010000000920,1827CT,43,94,woonfunctie,Verblijfsobject in gebruik,0361100000040304
0361010000001336,1826JB,79,109,woonfunctie,Verblijfsobject in gebruik,0361100000038877
0361010000002432,1817EB,22,78,woonfunctie,Verblijfsobject in gebruik,0361100000024578
0361010000001951,1825CM,17,91,woonfunctie,Verblijfsobject in gebruik,0361100000034343
0361010000000484,1827RC,54,136,woonfunctie,Verblijfsobject in gebruik,0361100000046288
0361010000001337,1826JE,80,95,woonfunctie,Verblijfsobject in gebruik,0361100000038485
0361010000002433,1817EB,23,78,woonfunctie,Verblijfsobject in gebruik,0361100000024577
0361010000001952,1825CR,18,83,woonfunctie,Verblijfsobject in gebruik,0361100000033885
0361010000000485,1827RA,55,107,woonfunctie,Verblijfsobject in gebruik,0361100000046571
0361010000001338,1826JB,81,109,woonfunctie,Verblijfsobject in gebruik,0361100000038878
0361010000002434,1817EB,24,78,woonfunctie,Verblijfsobject in gebruik,0361100000024576
0361010000000486,1827RC,56,113,woonfunctie,Verblijfsobject in gebruik,0361100000046289
0361010000000922,1827CT,45,94,woonfunctie,Verblijfsobject in gebruik,0361100000040303
0361010000001339,1826JE,82,95,woonfunctie,Verblijfsobject in gebruik,0361100000038487
0361010000000487,1827RC,58,121,woonfunctie,Verblijfsobject in gebruik,0361100000046292
0361010000001954,1825CR,20,83,woonfunctie,Verblijfsobject in gebruik,0361100000033884
0361010000002435,1817EB,25,78,woonfunctie,Verblijfsobject in gebruik,0361100000024575
0361010000001340,1826JB,83,109,woonfunctie,Verblijfsobject in gebruik,0361100000038879
0361010000000923,1827CW,46,156,woonfunctie,Verblijfsobject in gebruik,0361100000040246
0361010000000488,1827RC,60,111,woonfunctie,Verblijfsobject in gebruik,0361100000046293
0361010000002436,1817EB,26,101,woonfunctie,Verblijfsobject in gebruik,0361100000024573
0361010000001341,1826JE,84,83,gezondheidszorgfunctie,Verblijfsobject in gebruik,0361100000038488
0361010000001956,1825CR,22,133,woonfunctie,Verblijfsobject in gebruik,0361100000103291
0361010000000924,1827CT,47,94,woonfunctie,Verblijfsobject in gebruik,0361100000040301
0361010000000489,1827RC,62,111,woonfunctie,Verblijfsobject in gebruik,0361100000046295
0361010000002437,1817EB,27,78,woonfunctie,Verblijfsobject in gebruik,0361100000024572
0361010000000490,1827RC,64,136,woonfunctie,Verblijfsobject in gebruik,0361100000046296
0361010000002438,1817EB,28,78,woonfunctie,Verblijfsobject in gebruik,0361100000024570
0361010000001342,1826JB,85,101,woonfunctie,Verblijfsobject in gebruik,0361100000038880
0361010000000926,1827CW,50,150,woonfunctie,Verblijfsobject in gebruik,0361100000040189
0361010000001957,1825CM,23,93,woonfunctie,Verblijfsobject in gebruik,0361100000034306
0361010000000100,1821CC,1,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000000491,1827RC,66,136,woonfunctie,Verblijfsobject in gebruik,0361100000046297
0361010000002439,1817EB,29,101,woonfunctie,Verblijfsobject in gebruik,0361100000024569
0361010000000927,1827CW,52,150,woonfunctie,Verblijfsobject in gebruik,0361100000040187
0361010000000101,1821CE,2,107,woonfunctie,Verblijfsobject in gebruik,0361100000010062
0361010000001958,1825CR,24,133,woonfunctie,Verblijfsobject in gebruik,0361100000033883
0361010000002440,1817EB,30,101,woonfunctie,Verblijfsobject in gebruik,0361100000024568
0361010000000102,1821CC,3,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000000928,1827CW,54,150,woonfunctie,Verblijfsobject in gebruik,0361100000040176
0361010000000492,1827RC,68,105,woonfunctie,Verblijfsobject in gebruik,0361100000046298
0361010000001959,1825CM,25,91,woonfunctie,Verblijfsobject in gebruik,0361100000034307
0361010000001344,1826JE,88,110,woonfunctie,Verblijfsobject in gebruik,0361100000038489
0361010000002441,1817EB,31,101,woonfunctie,Verblijfsobject in gebruik,0361100000024513
0361010000000103,1821CE,4,107,woonfunctie,Verblijfsobject in gebruik,0361100000010064
0361010000000929,1827CW,56,151,woonfunctie,Verblijfsobject in gebruik,0361100000040174
0361010000001960,1825CR,26,83,woonfunctie,Verblijfsobject in gebruik,0361100000033881
0361010000002442,1817EB,32,78,woonfunctie,Verblijfsobject in gebruik,0361100000024512
0361010000000104,1821CC,5,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001346,1826JE,90,110,woonfunctie,Verblijfsobject in gebruik,0361100000038490
0361010000000930,1827CW,58,152,woonfunctie,Verblijfsobject in gebruik,0361100000040156
0361010000001961,1825CM,27,93,woonfunctie,Verblijfsobject in gebruik,0361100000034308
0361010000000105,1821CE,6,107,woonfunctie,Verblijfsobject in gebruik,0361100000010066
0361010000000931,1827CW,60,151,woonfunctie,Verblijfsobject in gebruik,0361100000040155
0361010000002443,1817EB,33,101,woonfunctie,Verblijfsobject in gebruik,0361100000102474
0361010000001962,1825CR,28,86,woonfunctie,Verblijfsobject in gebruik,0361100000033879
0361010000001348,1826JE,92,113,woonfunctie,Verblijfsobject in gebruik,0361100000038491
0361010000000106,1821CC,7,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000002444,1817EB,34,78,woonfunctie,Verblijfsobject in gebruik,0361100000024511
0361010000001963,1825CM,29,91,woonfunctie,Verblijfsobject in gebruik,0361100000034309
0361010000001349,1826JB,93,75,woonfunctie,Verblijfsobject in gebruik,0361100000038881
0361010000000107,1821CE,8,107,woonfunctie,Verblijfsobject in gebruik,0361100000010067
0361010000000494,1817CK,2,103,woonfunctie,Verblijfsobject in gebruik,0361100000024828
0361010000001350,1826DJ,30,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000103329
0361010000002445,1817EB,35,101,woonfunctie,Verblijfsobject in gebruik,0361100000024510
0361010000001964,1825CR,30,86,woonfunctie,Verblijfsobject in gebruik,0361100000103292
0361010000000108,1821CC,9,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001351,1826DJ,31,78,woonfunctie,Verblijfsobject in gebruik,0361100000034511
0361010000002446,1817EB,40,125,woonfunctie,Verblijfsobject in gebruik,0361100000102466
0361010000001965,1825CM,31,91,woonfunctie,Verblijfsobject in gebruik,0361100000034312
0361010000000109,1821CE,10,107,woonfunctie,Verblijfsobject in gebruik,0361100000010327
0361010000001352,1826DJ,32,117,woonfunctie,Verblijfsobject in gebruik,0361100000034511
0361010000002447,1817EB,41,133,woonfunctie,Verblijfsobject in gebruik,0361100000024084
0361010000000110,1821CC,11,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001353,1826DJ,33,78,woonfunctie,Verblijfsobject in gebruik,0361100000034511
0361010000002448,1817EB,42,125,woonfunctie,Verblijfsobject in gebruik,0361100000102465
0361010000000111,1821CE,12,107,woonfunctie,Verblijfsobject in gebruik,0361100000010328
0361010000001354,1826DJ,34,117,woonfunctie,Verblijfsobject in gebruik,0361100000034511
0361010000002449,1817EB,43,125,woonfunctie,Verblijfsobject in gebruik,0361100000102464
0361010000001967,1825CM,33,91,woonfunctie,Verblijfsobject in gebruik,0361100000034315
0361010000001355,1826DJ,35,78,woonfunctie,Verblijfsobject in gebruik,0361100000034508
0361010000002450,1817EB,44,125,woonfunctie,Verblijfsobject in gebruik,0361100000024081
0361010000001968,1825CR,34,144,woonfunctie,Verblijfsobject in gebruik,0361100000034064
0361010000001356,1826DJ,36,117,woonfunctie,Verblijfsobject in gebruik,0361100000034508
0361010000000113,1821CE,14,107,woonfunctie,Verblijfsobject in gebruik,0361100000010333
0361010000002451,1817EB,45,100,woonfunctie,Verblijfsobject in gebruik,0361100000024078
0361010000001969,1825CM,35,83,woonfunctie,Verblijfsobject in gebruik,0361100000034675
0361010000001357,1826DJ,37,78,woonfunctie,Verblijfsobject in gebruik,0361100000034508
0361010000002452,1817EB,46,187,woonfunctie,Verblijfsobject in gebruik,0361100000024072
0361010000001970,1825CR,36,83,woonfunctie,Verblijfsobject in gebruik,0361100000034066
0361010000000114,1821CC,15,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001358,1826DJ,38,117,woonfunctie,Verblijfsobject in gebruik,0361100000034508
0361010000002453,1816BX,47,138,woonfunctie,Verblijfsobject in gebruik,0361100000023847
0361010000001971,1825CM,37,85,woonfunctie,Verblijfsobject in gebruik,0361100000034677
0361010000000115,1821CE,16,107,woonfunctie,Verblijfsobject in gebruik,0361100000010336
0361010000001359,1826DJ,39,119,woonfunctie,Verblijfsobject in gebruik,0361100000034506
0361010000001972,1825CR,38,83,woonfunctie,Verblijfsobject in gebruik,0361100000034067
0361010000002454,1816BX,48,157,woonfunctie,Verblijfsobject in gebruik,0361100000023845
0361010000001360,1826DJ,40,119,woonfunctie,Verblijfsobject in gebruik,0361100000034505
0361010000001973,1825CM,39,83,woonfunctie,Verblijfsobject in gebruik,0361100000103283
0361010000002455,1816BX,49,144,woonfunctie,Verblijfsobject in gebruik,0361100000102433
0361010000000116,1821CC,17,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001361,1826DJ,41,119,woonfunctie,Verblijfsobject in gebruik,0361100000034504
0361010000001974,1825CR,40,83,woonfunctie,Verblijfsobject in gebruik,0361100000034068
0361010000002456,1816BX,50,116,woonfunctie,Verblijfsobject in gebruik,0361100000023655
0361010000000117,1821CE,18,107,woonfunctie,Verblijfsobject in gebruik,0361100000010441
0361010000001362,1826DJ,42,119,woonfunctie,Verblijfsobject in gebruik,0361100000034503
0361010000001975,1825CM,41,83,woonfunctie,Verblijfsobject in gebruik,0361100000034681
0361010000002457,1816BX,51,114,woonfunctie,Verblijfsobject in gebruik,0361100000023654
0361010000000118,1821CC,19,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001363,1826DJ,43,119,woonfunctie,Verblijfsobject in gebruik,0361100000034502
0361010000001976,1825CR,42,83,woonfunctie,Verblijfsobject in gebruik,0361100000034069
0361010000000119,1821CE,20,107,woonfunctie,Verblijfsobject in gebruik,0361100000010442
0361010000001364,1826DJ,44,119,woonfunctie,Verblijfsobject in gebruik,0361100000034501
0361010000001977,1825CM,43,138,woonfunctie,Verblijfsobject in gebruik,0361100000034686
0361010000000120,1821CC,21,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000002459,1816BX,53,116,woonfunctie,Verblijfsobject in gebruik,0361100000022808
0361010000001365,1826DJ,45,119,woonfunctie,Verblijfsobject in gebruik,0361100000034500
0361010000001978,1825CR,44,83,woonfunctie,Verblijfsobject in gebruik,0361100000034070
0361010000000121,1821CE,22,107,woonfunctie,Verblijfsobject in gebruik,0361100000010445
0361010000002460,1816BX,54,114,woonfunctie,Verblijfsobject in gebruik,0361100000022807
0361010000000945,1817CA,14,101,woonfunctie,Verblijfsobject in gebruik,0361100000026034
0361010000001979,1825CN,45,83,woonfunctie,Verblijfsobject in gebruik,0361100000034777
0361010000000122,1821CC,23,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000002461,1816BX,55,116,woonfunctie,Verblijfsobject in gebruik,0361100000022806
0361010000001980,1825CR,46,83,woonfunctie,Verblijfsobject in gebruik,0361100000034073
0361010000000123,1821CE,24,107,woonfunctie,Verblijfsobject in gebruik,0361100000010446
0361010000002462,1816BX,56,110,woonfunctie,Verblijfsobject in gebruik,0361100000022805
0361010000001367,1826DJ,47,78,woonfunctie,Verblijfsobject in gebruik,0361100000034496
0361010000001981,1825CN,47,83,woonfunctie,Verblijfsobject in gebruik,0361100000034775
0361010000000124,1821CC,25,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001368,1826DJ,48,117,woonfunctie,Verblijfsobject in gebruik,0361100000034496
0361010000000125,1821CE,26,107,woonfunctie,Verblijfsobject in gebruik,0361100000010448
0361010000002463,1816BX,57,126,woonfunctie,Verblijfsobject in gebruik,0361100000022802
0361010000001369,1826DJ,49,78,woonfunctie,Verblijfsobject in gebruik,0361100000034496
0361010000001982,1825CR,48,137,woonfunctie,Verblijfsobject in gebruik,0361100000034075
0361010000000126,1821CC,27,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001370,1826DJ,50,117,woonfunctie,Verblijfsobject in gebruik,0361100000034496
0361010000002464,1816BX,58,127,woonfunctie,Verblijfsobject in gebruik,0361100000022798
0361010000001983,1825CN,49,83,woonfunctie,Verblijfsobject in gebruik,0361100000103282
0361010000000127,1821CE,28,107,woonfunctie,Verblijfsobject in gebruik,0361100000010169
0361010000001371,1826DK,51,63,woonfunctie,Verblijfsobject in gebruik,0361100000034494
0361010000001984,1825CS,50,83,woonfunctie,Verblijfsobject in gebruik,0361100000034642
0361010000002465,1816BX,59,109,woonfunctie,Verblijfsobject in gebruik,0361100000022796
0361010000000128,1821CC,29,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001372,1826DK,52,63,woonfunctie,Verblijfsobject in gebruik,0361100000034494
0361010000001985,1825CN,51,83,woonfunctie,Verblijfsobject in gebruik,0361100000034770
0361010000000129,1821CE,30,107,woonfunctie,Verblijfsobject in gebruik,0361100000010165
0361010000002466,1816BX,60,119,woonfunctie,Verblijfsobject in gebruik,0361100000022795
0361010000001373,1826DK,53,101,woonfunctie,Verblijfsobject in gebruik,0361100000034494
0361010000001986,1825CS,52,83,woonfunctie,Verblijfsobject in gebruik,0361100000034643
0361010000000130,1821CC,31,71,woonfunctie,Verblijfsobject in gebruik,0361100000009802
0361010000001374,1826DK,54,63,woonfunctie,Verblijfsobject in gebruik,0361100000034494
0361010000002467,1816BX,61,112,woonfunctie,Verblijfsobject in gebruik,0361100000102432
0361010000001987,1825CN,53,83,woonfunctie,Verblijfsobject in gebruik,0361100000034768
0361010000001375,1826DK,55,63,woonfunctie,Verblijfsobject in gebruik,0361100000034494
0361010000001988,1825CS,54,83,woonfunctie,Verblijfsobject in gebruik,0361100000103281
0361010000002468,1816BX,62,116,woonfunctie,Verblijfsobject in gebruik,0361100000022791
0361010000001989,1825CN,55,83,woonfunctie,Verblijfsobject in gebruik,0361100000034767
0361010000002469,1816BX,63,109,woonfunctie,Verblijfsobject in gebruik,0361100000022790
0361010000000131,1821CE,32,112,woonfunctie,Verblijfsobject in gebruik,0361100000010159
0361010000001377,1826DK,57,63,woonfunctie,Verblijfsobject in gebruik,0361100000034491
